,W_ac,,
31820,583.7737398,,
31821,587.8987839,,
31822,592.1318197,,
31823,599.4513403,,
31824,610.4764695,,
31825,621.551124,,
31826,628.5683272,,
31827,627.4416414,,
31828,616.0488705,,
31829,595.8303683,,
31830,568.6026586,,
31831,536.1828856,,
31832,500.4476649,,
31833,463.3815764,,
31834,426.9806134,,
31835,393.2186975,,
31836,361.9459513,,
31837,329.1533717,,
31838,290.4235159,,
31839,241.3842413,,
31840,182.0356433,,
31841,120.3299623,,
31842,65.06205509,,
31843,24.97624331,,
31844,3.924299039,,
31845,0,,
31846,0,,
31847,0,,
31848,0,,
31849,0,,
31850,0,,
31851,0,,
31852,0,,
31853,0,,
31854,0,,
31855,0,,
31856,0,,
31857,0,,
31858,0,,
31859,0,,
31860,0,,
31861,0,,
31862,0,,
31863,0,,
31864,0,,
31865,0,,
31866,0,,
31867,0,,
31868,0,,
31869,0,,
31870,0,,
31871,0,,
31872,0,,
31873,0,,
31874,0,,
31875,0,,
31876,0,,
31877,0,,
31878,0,,
31879,0,,
31880,0,,
31881,0,,
31882,0,,
31883,0,,
31884,0,,
31885,0,,
31886,0,,
31887,0,,
31888,0,,
31889,0,,
31890,0,,
31891,0,,
31892,0,,
31893,2.072691817,,
31894,0,,
31895,0,,
31896,0,,
31897,0,,
31898,0,,
31899,3.458471807,,
31900,22.43239396,,
31901,50.51884685,,
31902,87.03117969,,
31903,131.2738553,,
31904,181.6500239,,
31905,234.8988849,,
31906,287.5800076,,
31907,336.2688351,,
31908,379.1558833,,
31909,417.4161089,,
31910,452.5470248,,
31911,486.0352387,,
31912,518.254313,,
31913,547.5191277,,
31914,571.9218032,,
31915,589.5685459,,
31916,600.0077717,,
31917,605.4578942,,
31918,608.4265689,,
31919,611.4055702,,
31920,615.2555202,,
31921,617.8144255,,
31922,616.5924711,,
31923,609.0959694,,
31924,592.4322277,,
31925,562.9684832,,
31926,516.9916148,,
31927,450.8479583,,
31928,367.0293668,,
31929,279.4369851,,
31930,203.2122409,,
31931,153.4016357,,
31932,135.2089481,,
31933,135.5476265,,
31934,139.3405056,,
31935,131.5886935,,
31936,105.4350943,,
31937,69.16633275,,
31938,32.71909955,,
31939,5.983167218,,
31940,0,,
31941,0,,
31942,0,,
31943,0,,
31944,2.613732607,,
31945,2.261891758,,
31946,0,,
31947,0,,
31948,0,,
31949,0,,
31950,0,,
31951,0,,
31952,0,,
31953,0,,
31954,0,,
31955,0,,
31956,0,,
31957,0,,
31958,0,,
31959,0,,
31960,0,,
31961,0,,
31962,0,,
31963,0,,
31964,0,,
31965,0,,
31966,0,,
31967,0,,
31968,0,,
31969,0,,
31970,0,,
31971,0,,
31972,0,,
31973,0,,
31974,0,,
31975,0,,
31976,0,,
31977,0,,
31978,0,,
31979,0,,
31980,0,,
31981,0,,
31982,0,,
31983,0,,
31984,0,,
31985,0,,
31986,0,,
31987,0,,
31988,0,,
31989,2.022316379,,
31990,0,,
31991,0,,
31992,0,,
31993,0,,
31994,0,,
31995,3.264997403,,
31996,21.77658881,,
31997,49.40203896,,
31998,85.63529126,,
31999,129.9613097,,
32000,180.8818454,,
32001,235.0422801,,
32002,288.8819496,,
32003,338.8532564,,
32004,382.8440091,,
32005,421.4546957,,
32006,455.5872431,,
32007,486.1395248,,
32008,513.5626761,,
32009,537.4627787,,
32010,557.3519025,,
32011,572.7479534,,
32012,583.8141859,,
32013,591.9357437,,
32014,598.6338627,,
32015,605.4188567,,
32016,612.5893984,,
32017,618.1479129,,
32018,619.8407776,,
32019,615.4260771,,
32020,603.9648548,,
32021,586.9897794,,
32022,566.3094404,,
32023,543.7239553,,
32024,520.0874305,,
32025,494.4577702,,
32026,465.6921274,,
32027,432.6491837,,
32028,394.3588243,,
32029,350.176306,,
32030,299.4932924,,
32031,241.7230611,,
32032,178.7082164,,
32033,116.9126152,,
32034,63.31779423,,
32035,24.86952285,,
32036,4.480286254,,
32037,0,,
32038,0,,
32039,0,,
32040,0,,
32041,0,,
32042,0,,
32043,0,,
32044,0,,
32045,0,,
32046,0,,
32047,0,,
32048,0,,
32049,0,,
32050,0,,
32051,0,,
32052,0,,
32053,0,,
32054,0,,
32055,0,,
32056,0,,
32057,0,,
32058,0,,
32059,0,,
32060,0,,
32061,0,,
32062,0,,
32063,0,,
32064,0,,
32065,0,,
32066,0,,
32067,0,,
32068,0,,
32069,0,,
32070,0,,
32071,0,,
32072,0,,
32073,0,,
32074,0,,
32075,0,,
32076,0,,
32077,0,,
32078,0,,
32079,0,,
32080,0,,
32081,0,,
32082,0,,
32083,0,,
32084,0,,
32085,0,,
32086,0,,
32087,0,,
32088,0,,
32089,0,,
32090,0,,
32091,0,,
32092,13.92205002,,
32093,35.32423935,,
32094,68.92909615,,
32095,117.5256196,,
32096,178.9145357,,
32097,241.2638598,,
32098,291.642544,,
32099,317.200172,,
32100,314.6764131,,
32101,299.3474894,,
32102,288.6070102,,
32103,299.7680523,,
32104,340.533006,,
32105,400.0104183,,
32106,465.1824728,,
32107,523.0727703,,
32108,565.6642827,,
32109,594.5439286,,
32110,612.3981764,,
32111,621.9115446,,
32112,625.5342772,,
32113,625.2625139,,
32114,623.0403445,,
32115,620.7810689,,
32116,616.6860629,,
32117,601.7549358,,
32118,566.160884,,
32119,500.1628709,,
32120,404.3947597,,
32121,299.638432,,
32122,208.9904282,,
32123,155.4273479,,
32124,147.3676931,,
32125,164.9315822,,
32126,184.9844233,,
32127,184.4920793,,
32128,152.6549731,,
32129,102.4777482,,
32130,49.70599615,,
32131,10.02557827,,
32132,0,,
32133,0,,
32134,0,,
32135,0,,
32136,3.747910575,,
32137,3.277470801,,
32138,0,,
32139,0,,
32140,0,,
32141,0,,
32142,0,,
32143,0,,
32144,0,,
32145,0,,
32146,0,,
32147,0,,
32148,0,,
32149,0,,
32150,0,,
32151,0,,
32152,0,,
32153,0,,
32154,0,,
32155,0,,
32156,0,,
32157,0,,
32158,0,,
32159,0,,
32160,0,,
32161,0,,
32162,0,,
32163,0,,
32164,0,,
32165,0,,
32166,0,,
32167,0,,
32168,0,,
32169,0,,
32170,0,,
32171,0,,
32172,0,,
32173,0,,
32174,0,,
32175,0,,
32176,0,,
32177,0,,
32178,0,,
32179,0,,
32180,0,,
32181,0,,
32182,0,,
32183,0,,
32184,0,,
32185,0,,
32186,0,,
32187,0,,
32188,0,,
32189,0,,
32190,3.574851508,,
32191,6.936680657,,
32192,11.72590197,,
32193,17.52057014,,
32194,23.83811222,,
32195,30.19705451,,
32196,36.25789959,,
32197,41.96184578,,
32198,47.2830443,,
32199,52.19533903,,
32200,56.63273723,,
32201,60.45041244,,
32202,63.49427286,,
32203,65.61539081,,
32204,67.33649276,,
32205,70.51071443,,
32206,77.14773308,,
32207,89.24296577,,
32208,106.9306073,,
32209,126.654673,,
32210,144.4244827,,
32211,156.2627142,,
32212,159.9416332,,
32213,156.7056254,,
32214,148.2085499,,
32215,136.1039168,,
32216,121.9993596,,
32217,107.4113831,,
32218,93.84573258,,
32219,82.79991581,,
32220,74.68484272,,
32221,67.750957,,
32222,59.99333588,,
32223,49.41803316,,
32224,35.48409648,,
32225,20.54226778,,
32226,7.285474303,,
32227,0,,
32228,0,,
32229,0,,
32230,0,,
32231,0,,
32232,0,,
32233,0,,
32234,0,,
32235,0,,
32236,0,,
32237,0,,
32238,0,,
32239,0,,
32240,0,,
32241,0,,
32242,0,,
32243,0,,
32244,0,,
32245,0,,
32246,0,,
32247,0,,
32248,0,,
32249,0,,
32250,0,,
32251,0,,
32252,0,,
32253,0,,
32254,0,,
32255,0,,
32256,0,,
32257,0,,
32258,0,,
32259,0,,
32260,0,,
32261,0,,
32262,0,,
32263,0,,
32264,0,,
32265,0,,
32266,0,,
32267,0,,
32268,0,,
32269,0,,
32270,0,,
32271,0,,
32272,0,,
32273,0,,
32274,0,,
32275,0,,
32276,0,,
32277,2.329549038,,
32278,0,,
32279,0,,
32280,0,,
32281,0,,
32282,0,,
32283,3.382421333,,
32284,24.19139319,,
32285,54.27273087,,
32286,92.00778655,,
32287,135.7773248,,
32288,183.8797423,,
32289,234.4470121,,
32290,285.5910544,,
32291,335.4260826,,
32292,382.3890069,,
32293,425.5693567,,
32294,464.1353885,,
32295,497.2588241,,
32296,524.6007128,,
32297,546.812655,,
32298,564.665878,,
32299,578.9308846,,
32300,590.2754968,,
32301,599.1594817,,
32302,606.017452,,
32303,611.2813851,,
32304,615.0084353,,
32305,616.495562,,
32306,614.94771,,
32307,609.5721493,,
32308,599.9081607,,
32309,586.1690275,,
32310,568.6497072,,
32311,547.6446711,,
32312,523.378746,,
32313,495.9352407,,
32314,465.3802962,,
32315,431.7766833,,
32316,394.7024937,,
32317,352.7500245,,
32318,304.3918469,,
32319,248.1195241,,
32320,185.1659252,,
32321,122.34478,,
32322,67.14838417,,
32323,27.04128652,,
32324,5.468208186,,
32325,0,,
32326,0,,
32327,0,,
32328,0,,
32329,0,,
32330,0,,
32331,0,,
32332,0,,
32333,0,,
32334,0,,
32335,0,,
32336,0,,
32337,0,,
32338,0,,
32339,0,,
32340,0,,
32341,0,,
32342,0,,
32343,0,,
32344,0,,
32345,0,,
32346,0,,
32347,0,,
32348,0,,
32349,0,,
32350,0,,
32351,0,,
32352,0,,
32353,0,,
32354,0,,
32355,0,,
32356,0,,
32357,0,,
32358,0,,
32359,0,,
32360,0,,
32361,0,,
32362,0,,
32363,0,,
32364,0,,
32365,0,,
32366,0,,
32367,0,,
32368,0,,
32369,0,,
32370,0,,
32371,0,,
32372,0,,
32373,0,,
32374,0,,
32375,0,,
32376,0,,
32377,0,,
32378,0,,
32379,2.710219537,,
32380,20.32975469,,
32381,47.17328746,,
32382,83.1137472,,
32383,128.0168937,,
32384,180.650044,,
32385,237.5100799,,
32386,294.8128145,,
32387,348.7833192,,
32388,397.070485,,
32389,440.2689737,,
32390,479.3385281,,
32391,515.2341962,,
32392,548.1862369,,
32393,576.9239538,,
32394,599.9904222,,
32395,615.9374289,,
32396,624.666669,,
32397,628.8779995,,
32398,631.6188439,,
32399,635.9229908,,
32400,642.703407,,
32401,648.4727288,,
32402,649.1964047,,
32403,640.8548126,,
32404,621.7594643,,
32405,595.0631572,,
32406,564.5213849,,
32407,533.879955,,
32408,505.3664912,,
32409,478.0526653,,
32410,450.6168211,,
32411,421.7355241,,
32412,389.8055254,,
32413,352.6413547,,
32414,307.9848975,,
32415,253.5981463,,
32416,190.4187765,,
32417,125.998528,,
32418,68.71530346,,
32419,26.91974181,,
32420,4.639924675,,
32421,0,,
32422,0,,
32423,0,,
32424,0,,
32425,0,,
32426,0,,
32427,0,,
32428,0,,
32429,0,,
32430,0,,
32431,0,,
32432,0,,
32433,0,,
32434,0,,
32435,0,,
32436,0,,
32437,0,,
32438,0,,
32439,0,,
32440,0,,
32441,0,,
32442,0,,
32443,0,,
32444,0,,
32445,0,,
32446,0,,
32447,0,,
32448,0,,
32449,0,,
32450,0,,
32451,0,,
32452,0,,
32453,0,,
32454,0,,
32455,0,,
32456,0,,
32457,0,,
32458,0,,
32459,0,,
32460,0,,
32461,0,,
32462,0,,
32463,0,,
32464,0,,
32465,0,,
32466,0,,
32467,0,,
32468,0,,
32469,0,,
32470,0,,
32471,0,,
32472,0,,
32473,0,,
32474,0,,
32475,2.566975035,,
32476,19.76818306,,
32477,45.67332443,,
32478,79.83560031,,
32479,121.8027694,,
32480,170.2079269,,
32481,221.7499604,,
32482,272.8817986,,
32483,320.0663019,,
32484,361.4421119,,
32485,398.6949628,,
32486,433.9621496,,
32487,469.3728313,,
32488,505.6779464,,
32489,540.7084016,,
32490,571.9229556,,
32491,596.7884619,,
32492,614.1484286,,
32493,625.7658576,,
32494,633.7762452,,
32495,640.3068777,,
32496,646.0833203,,
32497,648.8556501,,
32498,645.9938828,,
32499,634.8788869,,
32500,614.7519025,,
32501,588.8070175,,
32502,560.7437828,,
32503,534.2505229,,
32504,511.0834994,,
32505,488.889884,,
32506,464.7908212,,
32507,435.9120635,,
32508,400.1756005,,
32509,357.1984643,,
32510,306.8149207,,
32511,248.8714037,,
32512,185.3252716,,
32513,122.6319408,,
32514,67.82393245,,
32515,27.91251706,,
32516,6.207723103,,
32517,0,,
32518,0,,
32519,0,,
32520,0,,
32521,0,,
32522,0,,
32523,0,,
32524,0,,
32525,0,,
32526,0,,
32527,0,,
32528,0,,
32529,0,,
32530,0,,
32531,0,,
32532,0,,
32533,0,,
32534,0,,
32535,0,,
32536,0,,
32537,0,,
32538,0,,
32539,0,,
32540,0,,
32541,0,,
32542,0,,
32543,0,,
32544,0,,
32545,0,,
32546,0,,
32547,0,,
32548,0,,
32549,0,,
32550,0,,
32551,0,,
32552,0,,
32553,0,,
32554,0,,
32555,0,,
32556,0,,
32557,0,,
32558,0,,
32559,0,,
32560,0,,
32561,0,,
32562,0,,
32563,0,,
32564,0,,
32565,2.172235371,,
32566,0,,
32567,0,,
32568,0,,
32569,0,,
32570,0,,
32571,2.808154066,,
32572,21.98809698,,
32573,49.61322131,,
32574,83.94370899,,
32575,123.2407833,,
32576,165.958418,,
32577,210.9676302,,
32578,257.1939028,,
32579,303.5631291,,
32580,349.0774508,,
32581,392.9041421,,
32582,434.2320671,,
32583,472.250646,,
32584,506.2530365,,
32585,535.7572774,,
32586,560.3108418,,
32587,579.4626817,,
32588,593.0388287,,
32589,601.4665373,,
32590,605.2518435,,
32591,604.9024764,,
32592,601.2447883,,
32593,595.7971582,,
32594,590.1687455,,
32595,585.9598209,,
32596,583.0910948,,
32597,577.8318992,,
32598,565.9720455,,
32599,543.3168783,,
32600,508.618879,,
32601,467.0437614,,
32602,424.6003952,,
32603,387.2783255,,
32604,357.3852606,,
32605,329.2092354,,
32606,295.9827619,,
32607,250.9637182,,
32608,192.2631889,,
32609,128.5734925,,
32610,69.98115724,,
32611,26.54787749,,
32612,3.564280229,,
32613,0,,
32614,0,,
32615,0,,
32616,2.129993433,,
32617,0,,
32618,0,,
32619,0,,
32620,0,,
32621,0,,
32622,0,,
32623,0,,
32624,0,,
32625,0,,
32626,0,,
32627,0,,
32628,0,,
32629,0,,
32630,0,,
32631,0,,
32632,0,,
32633,0,,
32634,0,,
32635,0,,
32636,0,,
32637,0,,
32638,0,,
32639,0,,
32640,0,,
32641,0,,
32642,0,,
32643,0,,
32644,0,,
32645,0,,
32646,0,,
32647,0,,
32648,0,,
32649,0,,
32650,0,,
32651,0,,
32652,0,,
32653,0,,
32654,0,,
32655,0,,
32656,0,,
32657,0,,
32658,0,,
32659,0,,
32660,0,,
32661,0,,
32662,0,,
32663,0,,
32664,0,,
32665,0,,
32666,0,,
32667,2.455018694,,
32668,20.08910922,,
32669,46.3090219,,
32670,80.25037015,,
32671,121.0472835,,
32672,167.5300913,,
32673,217.8565317,,
32674,270.094141,,
32675,322.3097943,,
32676,372.4343689,,
32677,418.0973641,,
32678,456.8878165,,
32679,486.4037674,,
32680,506.1025983,,
32681,519.5660425,,
32682,530.9301716,,
32683,544.3215168,,
32684,561.8880163,,
32685,581.3845222,,
32686,599.9747776,,
32687,614.8270553,,
32688,624.0530896,,
32689,627.8614006,,
32690,626.7429507,,
32691,621.1870852,,
32692,611.3448709,,
32693,596.614848,,
32694,576.2940783,,
32695,549.6828872,,
32696,516.7673722,,
32697,479.0606455,,
32698,438.2819652,,
32699,396.1464843,,
32700,353.5030967,,
32701,309.2699366,,
32702,262.1042,,
32703,210.6724607,,
32704,155.6287858,,
32705,102.0613195,,
32706,55.65812172,,
32707,22.09330092,,
32708,4.071210535,,
32709,0,,
32710,0,,
32711,0,,
32712,0,,
32713,0,,
32714,0,,
32715,0,,
32716,0,,
32717,0,,
32718,0,,
32719,0,,
32720,0,,
32721,0,,
32722,0,,
32723,0,,
32724,0,,
32725,0,,
32726,0,,
32727,0,,
32728,0,,
32729,0,,
32730,0,,
32731,0,,
32732,0,,
32733,0,,
32734,0,,
32735,0,,
32736,0,,
32737,0,,
32738,0,,
32739,0,,
32740,0,,
32741,0,,
32742,0,,
32743,0,,
32744,0,,
32745,0,,
32746,0,,
32747,0,,
32748,0,,
32749,0,,
32750,0,,
32751,0,,
32752,0,,
32753,0,,
32754,0,,
32755,0,,
32756,0,,
32757,0,,
32758,0,,
32759,0,,
32760,0,,
32761,0,,
32762,0,,
32763,0,,
32764,13.83688978,,
32765,33.72133287,,
32766,62.19932047,,
32767,100.2266144,,
32768,146.9006805,,
32769,197.1088903,,
32770,245.1589109,,
32771,285.3700641,,
32772,314.7251986,,
32773,336.2473719,,
32774,353.7922535,,
32775,371.2007224,,
32776,388.9182682,,
32777,399.6830743,,
32778,395.1697471,,
32779,367.081937,,
32780,313.8210137,,
32781,249.0063633,,
32782,188.3596979,,
32783,147.5785697,,
32784,136.7638633,,
32785,153.2879175,,
32786,192.7627317,,
32787,250.7818032,,
32788,318.6329562,,
32789,377.8021538,,
32790,408.4182917,,
32791,390.6727748,,
32792,319.369628,,
32793,222.6105503,,
32794,133.1123512,,
32795,83.51919767,,
32796,89.41624085,,
32797,127.4789083,,
32798,168.9837745,,
32799,185.2636453,,
32800,160.9169154,,
32801,110.8284822,,
32802,54.09019499,,
32803,9.761717268,,
32804,0,,
32805,0,,
32806,0,,
32807,0,,
32808,4.396626194,,
32809,3.98991581,,
32810,0,,
32811,0,,
32812,0,,
32813,0,,
32814,0,,
32815,0,,
32816,0,,
32817,0,,
32818,0,,
32819,0,,
32820,0,,
32821,0,,
32822,0,,
32823,0,,
32824,0,,
32825,0,,
32826,0,,
32827,0,,
32828,0,,
32829,0,,
32830,0,,
32831,0,,
32832,0,,
32833,0,,
32834,0,,
32835,0,,
32836,0,,
32837,0,,
32838,0,,
32839,0,,
32840,0,,
32841,0,,
32842,0,,
32843,0,,
32844,0,,
32845,0,,
32846,0,,
32847,0,,
32848,0,,
32849,0,,
32850,0,,
32851,0,,
32852,0,,
32853,0,,
32854,0,,
32855,0,,
32856,0,,
32857,0,,
32858,0,,
32859,0,,
32860,6.237631103,,
32861,12.20929417,,
32862,16.31125554,,
32863,16.17829935,,
32864,12.19352884,,
32865,11.11229988,,
32866,20.59070608,,
32867,48.26866784,,
32868,97.65679167,,
32869,162.6822051,,
32870,235.9159037,,
32871,309.9353961,,
32872,378.9889029,,
32873,441.2058494,,
32874,495.2654783,,
32875,539.8497459,,
32876,574.3401008,,
32877,599.7445414,,
32878,617.3017367,,
32879,628.2494597,,
32880,633.593449,,
32881,633.7993653,,
32882,629.256194,,
32883,620.3526134,,
32884,607.3973791,,
32885,590.5130395,,
32886,569.7956786,,
32887,545.3421253,,
32888,517.4439824,,
32889,486.8470818,,
32890,454.3618827,,
32891,420.7953286,,
32892,386.0305999,,
32893,347.7945045,,
32894,303.5067075,,
32895,250.5977208,,
32896,189.3614062,,
32897,126.7821138,,
32898,70.79819051,,
32899,29.33392572,,
32900,6.584885644,,
32901,0,,
32902,0,,
32903,0,,
32904,0,,
32905,0,,
32906,0,,
32907,0,,
32908,0,,
32909,0,,
32910,0,,
32911,0,,
32912,0,,
32913,0,,
32914,0,,
32915,0,,
32916,0,,
32917,0,,
32918,0,,
32919,0,,
32920,0,,
32921,0,,
32922,0,,
32923,0,,
32924,0,,
32925,0,,
32926,0,,
32927,0,,
32928,0,,
32929,0,,
32930,0,,
32931,0,,
32932,0,,
32933,0,,
32934,0,,
32935,0,,
32936,0,,
32937,0,,
32938,0,,
32939,0,,
32940,0,,
32941,0,,
32942,0,,
32943,0,,
32944,0,,
32945,0,,
32946,0,,
32947,0,,
32948,0,,
32949,0,,
32950,0,,
32951,0,,
32952,0,,
32953,0,,
32954,0,,
32955,0,,
32956,5.595650315,,
32957,16.9509445,,
32958,37.96335756,,
32959,72.01256216,,
32960,119.6065595,,
32961,174.4386715,,
32962,229.2134791,,
32963,276.6463884,,
32964,312.5579593,,
32965,340.1446473,,
32966,363.6742366,,
32967,387.4109626,,
32968,414.5960414,,
32969,446.0382796,,
32970,482.1928001,,
32971,523.5000022,,
32972,566.1345989,,
32973,596.1190408,,
32974,597.9979904,,
32975,556.3558063,,
32976,467.3354644,,
32977,354.6159447,,
32978,245.8887818,,
32979,168.8016517,,
32980,138.1672981,,
32981,138.1922351,,
32982,148.6181925,,
32983,149.2161599,,
32984,128.3627905,,
32985,94.97575444,,
32986,60.97245725,,
32987,38.25179374,,
32988,33.24084617,,
32989,39.29324868,,
32990,47.85136775,,
32991,50.37014099,,
32992,42.03933825,,
32993,26.98078602,,
32994,10.623544,,
32995,0,,
32996,0,,
32997,0,,
32998,0,,
32999,0,,
33000,0,,
33001,0,,
33002,0,,
33003,0,,
33004,0,,
33005,0,,
33006,0,,
33007,0,,
33008,0,,
33009,0,,
33010,0,,
33011,0,,
33012,0,,
33013,0,,
33014,0,,
33015,0,,
33016,0,,
33017,0,,
33018,0,,
33019,0,,
33020,0,,
33021,0,,
33022,0,,
33023,0,,
33024,0,,
33025,0,,
33026,0,,
33027,0,,
33028,0,,
33029,0,,
33030,0,,
33031,0,,
33032,0,,
33033,0,,
33034,0,,
33035,0,,
33036,0,,
33037,0,,
33038,0,,
33039,0,,
33040,0,,
33041,0,,
33042,0,,
33043,0,,
33044,0,,
33045,0,,
33046,0,,
33047,0,,
33048,0,,
33049,0,,
33050,0,,
33051,0,,
33052,0,,
33053,6.439103497,,
33054,22.24057064,,
33055,52.71355436,,
33056,99.38787356,,
33057,156.0274932,,
33058,215.2399951,,
33059,269.6412021,,
33060,314.5192447,,
33061,351.6596736,,
33062,383.8165892,,
33063,413.7416525,,
33064,443.391277,,
33065,472.7864375,,
33066,501.6592878,,
33067,529.7376467,,
33068,555.3288001,,
33069,573.2794378,,
33070,577.9192749,,
33071,563.5938478,,
33072,529.8605758,,
33073,488.9860442,,
33074,455.1374942,,
33075,442.4573559,,
33076,456.8711378,,
33077,484.2478892,,
33078,507.4539796,,
33079,509.3798226,,
33080,480.9211506,,
33081,432.532692,,
33082,377.6005379,,
33083,329.4936725,,
33084,295.8551959,,
33085,270.3248111,,
33086,244.4412291,,
33087,209.7566593,,
33088,162.365623,,
33089,109.4822815,,
33090,59.99092421,,
33091,22.76468374,,
33092,2.902374953,,
33093,0,,
33094,0,,
33095,0,,
33096,0,,
33097,0,,
33098,0,,
33099,0,,
33100,0,,
33101,0,,
33102,0,,
33103,0,,
33104,0,,
33105,0,,
33106,0,,
33107,0,,
33108,0,,
33109,0,,
33110,0,,
33111,0,,
33112,0,,
33113,0,,
33114,0,,
33115,0,,
33116,0,,
33117,0,,
33118,0,,
33119,0,,
33120,0,,
33121,0,,
33122,0,,
33123,0,,
33124,0,,
33125,0,,
33126,0,,
33127,0,,
33128,0,,
33129,0,,
33130,0,,
33131,0,,
33132,0,,
33133,0,,
33134,0,,
33135,0,,
33136,0,,
33137,0,,
33138,0,,
33139,0,,
33140,0,,
33141,0,,
33142,0,,
33143,0,,
33144,0,,
33145,0,,
33146,0,,
33147,0,,
33148,12.85639986,,
33149,31.63962404,,
33150,58.38978789,,
33151,93.88808039,,
33152,137.9593655,,
33153,188.0505977,,
33154,241.2453773,,
33155,294.6284247,,
33156,345.697876,,
33157,392.9808325,,
33158,435.1617946,,
33159,470.9276537,,
33160,499.8527309,,
33161,523.7222604,,
33162,544.6600399,,
33163,564.7867237,,
33164,585.050039,,
33165,603.4726638,,
33166,617.6288741,,
33167,625.0964023,,
33168,624.7500482,,
33169,618.7024029,,
33170,609.5629351,,
33171,599.937653,,
33172,591.126658,,
33173,581.1670084,,
33174,567.5944719,,
33175,547.9481629,,
33176,521.0372558,,
33177,488.8474999,,
33178,453.8531753,,
33179,418.5246247,,
33180,383.8294801,,
33181,346.9732359,,
33182,304.5821797,,
33183,253.2903707,,
33184,192.7144719,,
33185,129.9456005,,
33186,73.22685131,,
33187,30.7919727,,
33188,7.2673482,,
33189,0,,
33190,0,,
33191,0,,
33192,0,,
33193,0,,
33194,0,,
33195,0,,
33196,0,,
33197,0,,
33198,0,,
33199,0,,
33200,0,,
33201,0,,
33202,0,,
33203,0,,
33204,0,,
33205,0,,
33206,0,,
33207,0,,
33208,0,,
33209,0,,
33210,0,,
33211,0,,
33212,0,,
33213,0,,
33214,0,,
33215,0,,
33216,0,,
33217,0,,
33218,0,,
33219,0,,
33220,0,,
33221,0,,
33222,0,,
33223,0,,
33224,0,,
33225,0,,
33226,0,,
33227,0,,
33228,0,,
33229,0,,
33230,0,,
33231,0,,
33232,0,,
33233,0,,
33234,0,,
33235,0,,
33236,0,,
33237,0,,
33238,0,,
33239,0,,
33240,0,,
33241,2.299561705,,
33242,0,,
33243,0,,
33244,0,,
33245,0,,
33246,9.304758756,,
33247,40.18477901,,
33248,92.1003367,,
33249,157.5576361,,
33250,227.4589589,,
33251,292.7134118,,
33252,347.1188268,,
33253,391.8336873,,
33254,429.1717581,,
33255,461.4457163,,
33256,490.5052769,,
33257,517.0193413,,
33258,541.4712794,,
33259,564.3434125,,
33260,585.6689019,,
33261,604.3341759,,
33262,619.0452933,,
33263,628.5098813,,
33264,632.1110706,,
33265,630.9582874,,
33266,626.4327765,,
33267,619.9133228,,
33268,611.7127973,,
33269,599.4173841,,
33270,580.1834701,,
33271,551.172474,,
33272,511.7394562,,
33273,466.8564786,,
33274,422.3819363,,
33275,384.166702,,
33276,354.762673,,
33277,328.2661571,,
33278,297.4377882,,
33279,255.0480909,,
33280,198.2309742,,
33281,135.3150961,,
33282,76.39936498,,
33283,31.57342172,,
33284,6.813770878,,
33285,0,,
33286,0,,
33287,0,,
33288,0,,
33289,0,,
33290,0,,
33291,0,,
33292,0,,
33293,0,,
33294,0,,
33295,0,,
33296,0,,
33297,0,,
33298,0,,
33299,0,,
33300,0,,
33301,0,,
33302,0,,
33303,0,,
33304,0,,
33305,0,,
33306,0,,
33307,0,,
33308,0,,
33309,0,,
33310,0,,
33311,0,,
33312,0,,
33313,0,,
33314,0,,
33315,0,,
33316,0,,
33317,0,,
33318,0,,
33319,0,,
33320,0,,
33321,0,,
33322,0,,
33323,0,,
33324,0,,
33325,0,,
33326,0,,
33327,0,,
33328,0,,
33329,0,,
33330,0,,
33331,0,,
33332,0,,
33333,0,,
33334,0,,
33335,0,,
33336,0,,
33337,0,,
33338,0,,
33339,0,,
33340,12.32132511,,
33341,30.62688733,,
33342,56.84724113,,
33343,91.81695406,,
33344,135.4130718,,
33345,185.0170989,,
33346,237.6091226,,
33347,290.170124,,
33348,340.1186109,,
33349,386.0145175,,
33350,426.6015764,,
33351,460.6252007,,
33352,487.6584598,,
33353,509.4357501,,
33354,528.0398667,,
33355,545.5517882,,
33356,563.1520594,,
33357,579.6675345,,
33358,593.5452563,,
33359,603.2334259,,
33360,607.7580754,,
33361,607.6571455,,
33362,603.7128111,,
33363,596.7067364,,
33364,587.1640939,,
33365,574.9382801,,
33366,559.7740568,,
33367,541.4139695,,
33368,518.4811243,,
33369,486.663816,,
33370,441.1752386,,
33371,377.2373674,,
33372,294.5359223,,
33373,204.4706561,,
33374,120.3396622,,
33375,55.43070441,,
33376,17.74764462,,
33377,0,,
33378,0,,
33379,0,,
33380,0,,
33381,0,,
33382,0,,
33383,0,,
33384,0,,
33385,0,,
33386,0,,
33387,0,,
33388,0,,
33389,0,,
33390,0,,
33391,0,,
33392,0,,
33393,0,,
33394,0,,
33395,0,,
33396,0,,
33397,0,,
33398,0,,
33399,0,,
33400,0,,
33401,0,,
33402,0,,
33403,0,,
33404,0,,
33405,0,,
33406,0,,
33407,0,,
33408,0,,
33409,0,,
33410,0,,
33411,0,,
33412,0,,
33413,0,,
33414,0,,
33415,0,,
33416,0,,
33417,0,,
33418,0,,
33419,0,,
33420,0,,
33421,0,,
33422,0,,
33423,0,,
33424,0,,
33425,0,,
33426,0,,
33427,0,,
33428,0,,
33429,0,,
33430,0,,
33431,0,,
33432,0,,
33433,0,,
